title,X,author,journal,keywords,extra.keywords,abstract,publisher,pubdate,pubyear,doi,affil,affil2,doi_methods
"Advances in cetacean telemetry: A review of single- pin transmitter
attachment techniques on small cetaceans and development of a new
satellite- linked transmitter design",5568,"Balmer, Brian C.
Wells, Randall S.
Howle, Laurens E.
Barleycorn, Aaron A.
McLellan, William A.
Pabst, D. Ann
Rowles, Teri K.
Schwacke, Lori H.
Townsend, Forrest I.
Westgate, Andrew J.
Zolman, Eric S.",MAR MAMMAL SCI,"BOTTLE-NOSED DOLPHINS; GULF-OF-MEXICO; TURSIOPS-TRUNCATUS; DIVE
BEHAVIOR; PHOCOENA-PHOCOENA; DIVING BEHAVIOR; DORSAL FIN; MOVEMENTS;
FLORIDA; WILD","bottlenose dolphin; computational fluid dynamics; telemetry; Tursiops
truncatus","Electronic tags have proven to be valuable tools in assessing small cetacean movement and behavior. However, problems associated with tag size and attachment have limited duration and damaged dorsal fins. These outcomes have motivated researchers to develop a new satellite-linked tag design that reduces detrimental effects to tagged animals, while increasing transmission durations. The goals of this study were to review previous studies that deployed single-pin transmitters and determine factors that influence transmission duration. Then, test these factors utilizing computational fluid dynamics (CFD) models to identify an optimal single-pin satellite-linked tag design, and evaluate this prototype through field studies. A review of four projects, which deployed 77 single-pin radio tags, determined that tags attached along the lower third of the dorsal fin and approximately 33 mm from the trailing edge resulted in longer transmission durations and reduced negative impacts to the dorsal fin. Based upon these results and CFD modeling, prototype, single-pin satellite-linked tags (n = 25) transmitted for 163 +/- 22 d (mean +/- 95% CI) which greatly exceeded transmissions for previous small cetacean telemetry studies. These results suggest that the newly developed single-pin satellite-linked tag design strikes a balance between reducing impacts to the individual while maximizing transmissions.",WILEY-BLACKWELL,APR,2014,101111mms12072,"[Balmer, Brian C.; Wells, Randall S.; Barleycorn, Aaron A.] Mote Marine Lab, Chicago Zool Soc, Sarasota, FL 34236 USA./[Howle, Laurens E.] BelleQuant Engn PLLC, Mebane, NC 27302 USA./[Howle, Laurens E.] Duke Univ, Dept Mech Engn & Mat Sci, Durham, NC 27708 USA./[McLellan, William A.; Pabst, D. Ann; Westgate, Andrew J.] Univ N Carolina, Dept Biol & Marine Biol, Wilmington, NC 28403 USA./[Rowles, Teri K.] NOAA, Natl Marine Fisheries Serv, Silver Spring, MD 20901 USA./[Schwacke, Lori H.; Zolman, Eric S.] NOAA, Natl Ctr Coastal Ocean Sci, Hollings Marine Lab, Charleston, SC 29412 USA./[Townsend, Forrest I.] Bayside Hosp Anim, Walton Beach, FL 32547 USA.","Balmer, BC (reprint author), Mote Marine Lab, Chicago Zool Soc, 1600 Ken Thompson Pkwy, Sarasota, FL 34236 USA.",NA
"Advances in tagging syngnathids, with the effects of dummy tags on
behaviour of Hippocampus guttulatus",7880,"Caldwell, I. R.
Correia, M.
Palma, J.
Vincent, A. C. J.",J FISH BIOL,"PIPEFISH CORYTHOICHTHYS-HAEMATOPTERUS; PHYLLOPTERYX-TAENIOLATUS
TELEOSTEI; WESTERN-AUSTRALIAN SEAHORSE; SEX-ROLE REVERSAL; MONOGAMOUS
PIPEFISH; POPULATION-DYNAMICS; MEDITERRANEAN SEA; REIDI TELEOSTEI;
INDIVIDUAL IDENTIFICATION; SWIMMING PERFORMANCE","acoustic telemetry; aquarium; movement; seahorse; visible implant
elastomer; welfare","Artificial marking and tagging techniques have been used to study movement, population dynamics, behaviour, ecology, survival and growth of at least 25 syngnathid species. External necklace-style tags and injection of visible implant elastomer have been the most used techniques, uniquely identifying hundreds of individual syngnathids to study population dynamics, mortality, behaviour, ecology and growth in at least 13 and 12 species, respectively. Only two studies, both on larger syngnathid species, have tested the use of internal or electronic tags. This new case study reveals that dummy tags, weighing up to 6% of individual body mass, have minimal effect on normal ex situ behaviour of the long-snouted seahorse Hippocampus guttulatus, a smaller syngnathid. In paired aquarium trials, tags did not affect movement, holdfast use or general behavioural state, and only had a short-term effect (1 day) on vertical orientation. Tagged H. guttulatus gained more mass during the 5 day trials, a result which warrants further exploration but indicates that tags did not reduce feeding. This study shows promise for using electronic tagging to study H. guttulatus and similarly sized syngnathids in the wild. (C) 2011 The Authors Journal of Fish Biology (C) 2011 The Fisheries Society of the British Isles",WILEY-BLACKWELL,JUN,2011,101111j10958649201102983x,"[Caldwell, I. R.; Vincent, A. C. J.] Univ British Columbia, Fisheries Ctr, Project Seahorse, Vancouver, BC V6T 1Z4, Canada./[Correia, M.; Palma, J.] Univ Algarve, FCMA, CCMAR, P-8005139 Faro, Portugal.","Caldwell, IR (reprint author), Univ British Columbia, Fisheries Ctr, Project Seahorse, 2202 Main Mall, Vancouver, BC V6T 1Z4, Canada.",NA
Advances in the study of irruptive migration,10521,"Newton, Ian",ARDEA,"OWL AEGOLIUS-FUNEREUS; BRAMBLING FRINGILLA-MONTIFRINGILLA; WINTER
SITE-FIDELITY; SEED-EATING BIRDS; SHORT-EARED OWLS; POPULATION
FLUCTUATIONS; FUNCTIONAL-RESPONSES; CARDUELIS-SPINUS; SOUTHERN ENGLAND;
CROSSBILLS LOXIA",invasion; irruption; migration; finches; owls,"This paper discusses the movement patterns of two groups of birds which are generally regarded as irruptive migrants, namely (a) boreal finches and others that depend on fluctuating tree-fruit crops, and (b) owls and others that depend on cyclically fluctuating rodent populations. Both groups specialise on food supplies which, in particular regions, fluctuate more than 100-fold from year to year. However, seedcrops in widely separated regions may fluctuate independently of one another, as may rodent populations, so that poor food supplies in one region may coincide with good supplies in another. If individuals are to have access to rich food supplies every year, they must often move hundreds or thousands of kilometres from one breeding area to another. In years of widespread food shortage (or high numbers relative to food supplies) extending over many thousands or millions of square kilometres, large numbers of individuals migrate to lower latitudes, as an 'irruptive migration'. For these reasons, the distribution of the population, in both summer and winter, varies greatly from year to year.
In irruptive migrants, in contrast to regular migrants, site fidelity is poor, and few individuals return to the same breeding areas in successive years (apart from owls in the increase phase of the cycle). Moreover, ring recoveries and radio-tracking confirm that the same individuals can breed in different years in areas separated by hundreds or thousands of kilometres. Extreme examples are provided by Common Crossbills Loxia curvirostra in which individual adults were found at localities up to 3200 km apart in different breeding seasons, and Snowy Owls Nyctea scandiaca at localities up to 2000 km apart. The implication from irruptive migrations, that individuals can winter in widely separated localities in different years, is also supported by ring recoveries, at least in seed-eaters, in which individuals have been found in one winter hundreds or thousands of kilometres from where they were ringed in a previous winter. Most such shifts could be regarded as lying at different points on the same migration axis, but some were apparently on different axes, as the birds were recovered in winter far to the east or west of where they were ringed in a previous winter. Extreme examples included a Bohemian Waxwing Bombycilla garrulus (6000 km, Ukraine to Siberia), a Eurasian Siskin Carduelis spinus (3000 km, Sweden to Iran), a Pine Siskin C. pinus (3950 km, Quebec to California), and a Common Redpoll C. flammea (8350 km, Belgium to China).
Compared to regular (obligate) migrants, irruptive (facultative) migrants show much greater year to year variations in the proportions of individuals that migrate, and greater individual and year to year variations in the timing, directions and distances of movements. The control systems are flexible in irruptive migrants, enabling individuals to respond to feeding conditions at the time. However, regular and irruptive migrants are probably best regarded, not as distinct categories, but as representing opposite extremes of a continuum of migratory behaviour found among birds, from narrow and consistent at one end to broad and flexible at the other. Both systems are adaptive, the one to conditions in which resource levels are predictable in space and time, and the other to conditions in which resource levels are unpredictable. Depending on the predictability and stability of its food supply, the same species may behave as a resident or regular migrant in one part of its range, and as an irruptive migrant in another, as exemplified by particular species of both seed-eaters and rodent-eaters.",NEDERLANDSE ORNITHOLOGISCHE UNIE,NA,2006,nodoi2514952436,"Ctr Ecol & Hydrol, Moks Wood Res Stn, Huntingdon PE28 2LS, Cambs, England.","Newton, I (reprint author), Ctr Ecol & Hydrol, Moks Wood Res Stn, Huntingdon PE28 2LS, Cambs, England.",NA
"Advances in the tracking of marine species: using GPS locations to
evaluate satellite track data and a continuous-time movement model",9289,"Kuhn, Carey E.
Johnson, Devin S.
Ream, Rolf R.
Gelatt, Thomas S.",MAR ECOL PROG SER,"ANTARCTIC FUR SEALS; FORAGING BEHAVIOR; OCEANOGRAPHIC CONDITIONS;
KERGUELEN ARCHIPELAGO; ELEPHANT SEALS; TURTLES; TELEMETRY; PREDATOR;
HABITAT; PENGUINS","Movement patterns; At-sea behaviour; GPS tracking; Correlated random
walk","Argos satellite tracking provides information about the large-scale movements of marine species, but the limitations in position accuracy and frequency make it difficult to interpret fine-scale behaviour. With Fastloc global positioning system (GPS) technology, it is now possible to overcome these limitations when tracking diving marine species. We compared differences among archived GPS (GPS), transmitted GPS (GPS-t) and Argos satellite (PTT) tracks acquired simultaneously on 30 northern fur seals Callorhinus ursinus. We examined times and distances between locations, as well as overall trip characteristics (e.g. distance traveled and transit rate). The GPS data were also used to test the accuracy of a continuous-time correlated random walk model created to cope with the spatial error and gap times associated with PTT locations. Significantly more GPS locations per day were acquired than PTT locations (31.6 +/- 1.9 vs. 12.0 +/- 0.3, respectively), and the GPS locations were more evenly distributed along the track. The influence of data type (GPS, GPS-t, PTT) varied based on the parameter measured, ranging from different among all (e.g. average transit rate) to no significant difference (e.g. maximum distance traveled). Modeling of both PTT and GPS-t data resulted in tracks with over 79% of predicted locations less than 5 km from the GPS location (average location error: 3.2 +/- 0.1 and 1.7 +/- 0.1 km, respectively). This study demonstrates the added benefit of using GPS to track marine species, as well as how and when modeled PTT data may be sufficient to address study questions.",INTER-RESEARCH,NA,2009,103354meps08229,"[Kuhn, Carey E.; Johnson, Devin S.; Ream, Rolf R.; Gelatt, Thomas S.] NOAA, Alaska Fisheries Sci Ctr, Natl Marine Mammal Lab, Seattle, WA 98115 USA.","Kuhn, CE (reprint author), NOAA, Alaska Fisheries Sci Ctr, Natl Marine Mammal Lab, 7600 Sand Point Way NE, Seattle, WA 98115 USA.",10_3354_meps08229
"Advances in tracking small migratory birds: a technical review of
light-level geolocation",6364,"Bridge, Eli S.
Kelly, Jeffrey F.
Contina, Andrea
Gabrielson, Richard M.
MacCurdy, Robert B.
Winkler, David W.",J FIELD ORNITHOL,ANNUAL CYCLE; CONNECTIVITY; MOVEMENT; ROUTES; SITES,"animal tracking; data archive geolocator; Passeriformes; migratory
songbirds","Light-level geolocation data loggers, or geologgers, have recently been miniaturized to the extent that they can be deployed on small songbirds, allowing us to determine many previously unknown migration routes, breeding locations, and wintering sites. Use of geologgers on small birds has great potential to help address major research and conservation questions, but the method is not without its shortcomings. Among these shortcomings are the need to recapture birds after they have carried a device throughout a migration cycle and the potential for the devices to affect survival and behavior. We examined return rates of birds with geologgers in published and unpublished studies and found no evidence of a general negative effect of geologgers on survival, although there were a few individual studies where such an effect was evident. From these same studies, we found that most currently used harness materials are equivalent in terms of failure rates, and the most reliable geologgers are those made by the British Antarctic Survey (although these were also the largest geologgers used in the studies we examined). With regard to analysis methods, we believe there is much room for improvement. Use of online archiving of both data and analysis parameters would greatly improve the repeatability and transparency of geologger research.",WILEY,JUN,2013,101111jofo12011,"[Bridge, Eli S.; Kelly, Jeffrey F.; Contina, Andrea] Univ Oklahoma, Oklahoma Biol Survey, Norman, OK 73019 USA./[Kelly, Jeffrey F.; Contina, Andrea] Univ Oklahoma, Dept Biol, Norman, OK 73019 USA./[Gabrielson, Richard M.; Winkler, David W.] Cornell Lab Ornithol, Ithaca, NY 14850 USA./[MacCurdy, Robert B.] Cornell Univ, Dept Mech & Aerosp Engn, Ithaca, NY 14853 USA./[Winkler, David W.] Cornell Univ, Dept Ecol & Evolutionary Biol, Ithaca, NY 14853 USA.","Bridge, ES (reprint author), Univ Oklahoma, Oklahoma Biol Survey, 111 East Chesapeake St, Norman, OK 73019 USA.",NA
Advection-diffusion equations for generalized tactic searching behaviors,12067,"Grunbaum, D",J MATH BIOL,"SOUTH-GEORGIA; AGGREGATION; MODELS; PREY; POPULATIONS; INFORMATION;
CHEMOTAXIS; PATTERNS; FOOD","taxis; kinesis; area-restricted search; random walk; advection-diffusion
equation; foraging strategy; ideal-free distribution","Many organisms search for limiting resources by using repeated responses to local cues, which cumulatively cause movement towards more favorable parts of their environment. This paper presents a general asymptotic expression, derived under the assumption of shallow environmental gradients, for the population-level flux of organisms moving at a constant speed and reorienting at rates determined by the environmental conditions experienced since the last reorientation. The expression takes the form of an advection-diffusion equation, in which the diffusivity and advection velocity are determined by statistics of the turning algorithm that are directly comparable to empirical observations. This work provides a mechanism with which to systematically evaluate a wide variety of tactic and kinetic strategies for determining turning behaviors.
The model is applied to searchers on spatially-variable, random distributions of discrete resource patches. Such algorithms are functions of the integrated resource density encountered between turns. It is shown that behaviors in which the turning time distribution is a function of integrated density cannot result in taxis. In contrast, behaviors in which the turning rate is a function of integrated density can result in taxis. These two classes of search algorithm differ in that the latter requires the searcher to ""learn"" about its local environment, whereas the former requires no such assessment. This suggests neural or physiological mechanisms for remembering previous encounters may be a biological requirement for searchers on discrete resource distributions.",SPRINGER VERLAG,FEB,1999,101007s002850050145,"Univ British Columbia, Dept Math, Vancouver, BC V6T 1Y4, Canada.","Grunbaum, D (reprint author), Univ Washington, Dept Zool, Box 351800, Seattle, WA 98195 USA.",NA
"Adverse effects from environmental mercury loads on breeding common
loons",9711,"Evers, David C.
Savoy, Lucas J.
DeSorbo, Christopher R.
Yates, David E.
Hanson, William
Taylor, Kate M.
Siegel, Lori S.
Cooley, John H., Jr.
Bank, Michael S.
Major, Andrew
Munney, Kenneth
Mower, Barry F.
Vogel, Harry S.
Schoch, Nina
Pokras, Mark
Goodale, Morgan W.
Fair, Jeff",ECOTOXICOLOGY,"NORTHEASTERN UNITED-STATES; GAVIA-IMMER; NORTH-AMERICA; DEVELOPMENTAL
STABILITY; REPRODUCTIVE SUCCESS; SAMPLING METHODS; ATLANTIC CANADA;
GREAT EGRETS; WILD BIRDS; BODY-SIZE",mercury; common loon; population sink; adverse effects; behavior,"Anthropogenic inputs of mercury (Hg) into the environment have significantly increased in the past century. Concurrently, the availability of methylmercury (MeHg) in aquatic systems has increased to levels posing risks to ecological and human health. We use the common loon (Gavia immer) as an upper trophic level bioindicator of aquatic Hg toxicity in freshwater lakes. Multiple endpoints were selected to measure potential negative impacts from MeHg body burdens on behavior, physiology, survival and reproductive success. A robust spatio-temporal dataset was used that included nearly 5,500 loon Hg measurements over an 18-year period. We measured significant changes related to elevated MeHg body burdens, including aberrant incubation behavior, lethargy, and wing area asymmetry. Mercury body burdens in adult loons increased an average of 8.4% per year. Increasing Hg body burdens reduced the number of fledged chicks per territorial pair, with highest risk loons producing 41% fewer fledged young than our reference group. Our multiple endpoints establish adverse effect thresholds for adult loons at 3.0 ug/g (wet weight) in blood and 40.0 ug/g (fresh weight) in feathers. Mercury contamination in parts of Maine and New Hampshire is a driving stressor for creating breeding population sinks. Standardized monitoring programs are needed to determine if population sinks occur elsewhere and to track aquatic ecosystem responses to changes in Hg emissions and deposition.",SPRINGER,FEB,2008,101007s1064600701687,"[Evers, David C.; Savoy, Lucas J.; DeSorbo, Christopher R.; Yates, David E.; Taylor, Kate M.; Siegel, Lori S.; Goodale, Morgan W.] BioDivers Res Inst, Gorham, ME 04038 USA./[Hanson, William] FPL Energy Maine Hydro, Waterville, ME USA./[Taylor, Kate M.; Cooley, John H., Jr.; Vogel, Harry S.] Loon Preservat Comm, Moultonborough, NH USA./[Siegel, Lori S.] LLC, Hanover, NH USA./[Bank, Michael S.] Harvard Univ, Dept Environm Hlth, Boston, MA 02115 USA./[Major, Andrew; Munney, Kenneth] US Fish & Wildlife Serv, Concord, NH USA./[Mower, Barry F.] Maine Dept Environm Protect, Augusta, GA USA./[Schoch, Nina] Wildlife Conservat Soc Adirondack Prog, New York, NY USA./[Pokras, Mark] Tufts Univ, North Grafton, MA USA./[Fair, Jeff] Fairwinds Wildlife Serv, Palmer, AK USA.","Evers, DC (reprint author), BioDivers Res Inst, 19 Flaggy Meadow Rd, Gorham, ME 04038 USA.",10_1007_s10646_007_0168_7
"Adverse Effects of Ocean Acidification on Early Development of Squid
(Doryteuthis pealeii)",6374,"Kaplan, Maxwell B.
Mooney, T. Aran
McCorkle, Daniel C.
Cohen, Anne L.",PLOS ONE,"LOLIGO-PEALEII; CARBONIC-ACID; SEA-WATER; GROWTH; CALCIFICATION;
SEAWATER; CO2; STATOLITH; TEMPERATURE; SURVIVAL",NA,"Anthropogenic carbon dioxide (CO2) is being absorbed into the ocean, altering seawater chemistry, with potentially negative impacts on a wide range of marine organisms. The early life stages of invertebrates with internal and external aragonite structures may be particularly vulnerable to this ocean acidification. Impacts to cephalopods, which form aragonite cuttlebones and statoliths, are of concern because of the central role they play in many ocean ecosystems and because of their importance to global fisheries. Atlantic longfin squid (Doryteuthis pealeii), an ecologically and economically valuable taxon, were reared from eggs to hatchlings (paralarvae) under ambient and elevated CO2 concentrations in replicated experimental trials. Animals raised under elevated pCO(2) demonstrated significant developmental changes including increased time to hatching and shorter mantle lengths, although differences were small. Aragonite statoliths, critical for balance and detecting movement, had significantly reduced surface area and were abnormally shaped with increased porosity and altered crystal structure in elevated pCO(2)-reared paralarvae. These developmental and physiological effects could alter squid paralarvae behavior and survival in the wild, directly and indirectly impacting marine food webs and commercial fisheries.",PUBLIC LIBRARY SCIENCE,MAY 31,2013,101371journalpone0063714,"[Kaplan, Maxwell B.] Univ St Andrews, Sch Biol, St Andrews, Fife, Scotland./[Kaplan, Maxwell B.; Mooney, T. Aran] Woods Hole Oceanog Inst, Dept Biol, Woods Hole, MA 02543 USA./[McCorkle, Daniel C.; Cohen, Anne L.] Woods Hole Oceanog Inst, Dept Geol & Geophys, Woods Hole, MA 02543 USA.","Mooney, TA (reprint author), Woods Hole Oceanog Inst, Dept Biol, Woods Hole, MA 02543 USA.",10_1371_journal_pone_0063714
"Aerial behavior is not a social facilitator in bottlenose dolphins
hunting in small groups",11988,"Acevedo-Gutierrez, A",J MAMMAL,TRANSIENT KILLER WHALES; GROUP-SIZE,"Tursiops truncatus; bottlenose dolphin; aerial behavior; feeding; Isla
del Coco","Two hypotheses that could explain the function of aerial behavior in dolphins feeding in large groups are: it is a social facilitator that establishes social bonds before or after a hunt, or it aids in capture of prey. To test which hypothesis best explains the function of aerial behavior in bottlenose dolphins (Tursiops truncatus) that hunt in small groups, I described the behavior of dolphins based on a set of predefined parameters, estimated occurrence of aerial behavior in groups, estimated frequency of aerial behavior per dolphin, described types of aerial behavior, and related these variables to size of group and behavioral contexts: before-feeding, feeding, after-feeding, and non-feeding. Data were collected from 111 groups. Behavioral parameters were significantly different during feeding, with dolphins moving faster and engaging in aerial behavior more often than in any other context. Aerial behavior per dolphin and occurrence of aerial behavior were highest during feeding. Results did not support the social-facilitation hypothesis. Although the aid-in-capture-of-prey hypothesis was favored, data showing a positive correlation between intake of food by individuals and aerial behavior per dolphin are required as conclusive evidence.",AMER SOC MAMMALOGISTS,AUG,1999,1023071383246,"Texas A&M Univ, Marine Mammal Res Program, Galveston, TX 77551 USA.","Acevedo-Gutierrez, A (reprint author), Univ Calif Santa Cruz, Inst Marine Sci, A316 Earth & Marine Sci Bldg, Santa Cruz, CA 95604 USA.",NA
Aerial Righting Reflexes in Flightless Animals,7618,"Jusufi, Ardian
Zeng, Yu
Full, Robert J.
Dudley, Robert",INTEGR COMP BIOL,"POSTNATAL-DEVELOPMENT; VISUAL MODULATION; ALBINO-RATS; INSECT;
PERFORMANCE; ROTATIONS; WALKING",NA,"Animals that fall upside down typically engage in an aerial righting response so as to reorient dorsoventrally. This behavior can be preparatory to gliding or other controlled aerial behaviors and is ultimately necessary for a successful landing. Aerial righting reflexes have been described historically in various mammals such as cats, guinea pigs, rabbits, rats, and primates. The mechanisms whereby such righting can be accomplished depend on the size of the animal and on anatomical features associated with motion of the limbs and body. Here we apply a comparative approach to the study of aerial righting to explore the diverse strategies used for reorientation in midair. We discuss data for two species of lizards, the gecko Hemidactylus platyurus and the anole Anolis carolinensis, as well as for the first instar of the stick insect Extatosoma tiaratum, to illustrate size-dependence of this phenomenon and its relevance to subsequent aerial performance in parachuting and gliding animals. Geckos can use rotation of their large tails to reorient their bodies via conservation of angular momentum. Lizards with tails well exceeding snout-vent length, and correspondingly large tail inertia to body inertia ratios, are more effective at creating midair reorientation maneuvers. Moreover, experiments with stick insects, weighing an order of magnitude less than the lizards, suggest that aerodynamic torques acting on the limbs and body may play a dominant role in the righting process for small invertebrates. Both inertial and aerodynamic effects, therefore, can play a role in the control of aerial righting. We propose that aerial righting reflexes are widespread among arboreal vertebrates and arthropods and that they represent an important initial adaptation in the evolution of controlled aerial behavior.",OXFORD UNIV PRESS INC,DEC,2011,101093icbicr114,"[Jusufi, Ardian; Zeng, Yu; Full, Robert J.; Dudley, Robert] Univ Calif Berkeley, Dept Integrat Biol, Berkeley, CA 94720 USA./[Dudley, Robert] Smithsonian Trop Res Inst, Balboa, Panama.","Jusufi, A (reprint author), Univ Calif Berkeley, Dept Integrat Biol, Berkeley, CA 94720 USA.",NA
"Aerial surveys using an Unmanned Aerial System (UAS): comparison of
different methods for estimating the surface area of sampling strips",6803,"Lisein, Jonathan
Linchant, Julie
Lejeune, Philippe
Bouche, Philippe
Vermeulen, Cedric",TROP CONSERV SCI,"STRUCTURE-FROM-MOTION; AIRCRAFT SYSTEMS; POINT CLOUDS; VEHICLES;
IMAGERY; CROP; PHOTOGRAPHS; TECHNOLOGY","Wildlife survey; Unmanned Aerial Systems; aerial inventory; direct
georeferencing","Conservation of natural ecosystems requires regular monitoring of biodiversity, including the estimation of wildlife density. Recently, unmanned aerial systems (UAS) have become more available for numerous civilian applications. The use of small drones for wildlife surveys as a surrogate for manned aerial surveys is becoming increasingly attractive and has already been implemented with some success. This raises the question of how to process UAS imagery in order to determine the surface area of sampling strips within an acceptable confidence level. For the purpose of wildlife surveys, the estimation of sampling strip surface area needs to be both accurate and quick, and easy to implement. As GPS and an inertial measurement units are commonly integrated within unmanned aircraft platforms, two methods of direct georeferencing were compared here. On the one hand, we used the image footprint projection (IFP) method, which utilizes collinearity equations on each image individually. On the other hand, the Structure from Motion (SfM) technique was used for block orientation and georeferencing. These two methods were compared on eight sampling strips. An absolute orientation of the strip was determined by indirect georeferencing using ground control points. This absolute orientation was considered as the reference and was used for validating the other two methods. The IFP method was demonstrated to be the most accurate and the easiest to implement. It was also found to be less demanding in terms of image quality and overlap. However, even though a flat landscape is the type most widely encountered in wildlife surveys in Africa, we recommend estimating IFP sensitivity at an accentuation of the relief.",TROPICAL CONSERVATION SCIENCE,NA,2013,1.01177194008291E+023,"[Lisein, Jonathan; Linchant, Julie; Lejeune, Philippe; Bouche, Philippe; Vermeulen, Cedric] Univ Liege Gembloux Agrobio Tech, Dept Forest Nat & Landscape, Unit Forest & Nat Management, B-5030 Gembloux, Belgium.","Lisein, J (reprint author), Univ Liege Gembloux Agrobio Tech, Dept Forest Nat & Landscape, Unit Forest & Nat Management, 2 Passage Deportes, B-5030 Gembloux, Belgium.",10_1177_194008291300600405
"Aerial ultrasonic micro Doppler sonar detection range in outdoor
environments",7319,"Bradley, Marshall
Sabatier, James M.",J ACOUST SOC AM,NA,NA,"Current research demonstrates that micro Doppler sonar has the capability to uniquely identify the presence of a moving human, making it an attractive component in surveillance systems for border security applications. Primary environmental factors that limit sonar performance are two-way spreading losses, ultrasonic absorption, and backscattered energy from the ground that appears at zero Doppler shift in the sonar signal processor. Spectral leakage from the backscatter component has a significant effect on sonar performance for slow moving targets. Sonar performance is shown to rapidly decay as the sensor is moved closer to the ground due to increasing surface backscatter levels. (C) 2012 Acoustical Society of America",ACOUSTICAL SOC AMER AMER INST PHYSICS,MAR,2012,10112113678663,"[Bradley, Marshall; Sabatier, James M.] Univ Mississippi, Natl Ctr Phys Acoust, University, MS 38677 USA.","Bradley, M (reprint author), Univ Mississippi, Natl Ctr Phys Acoust, 1 Coliseum Dr, University, MS 38677 USA.",10_1121_1_3678663
Aerial-hawking bats adjust their use of space to the lunar cycle,472,[Anonymous],MOV ECOL,"OWLS STRIX ALUCO; LONG-EARED OWLS; HABITAT USE; PREDATION RISK; FORAGING
BEHAVIOR; INSECTIVOROUS BATS; NYCTALUS-NOCTULA; ACTIVITY PATTERNS;
MYOTIS-LUCIFUGUS; HUNTING SUCCESS","Flight altitude; Forest structure; Habitat use; LiDAR; Moonlight;
Nyctalus noctula","Background: Animals change their habitat use in response to spatio-temporal fluctuation of resources. Some resources may vary periodically according to the moonphase. Yet it is poorly documented how animals, particularly nocturnal mammals, adjust their use of space in response to the moonphase. Here, we asked if an obligate nocturnal mammal, the aerial-hawking common noctule bat (Nyctalus noctula), adjusts its 3-dimensional flight behaviour and habitat use to the lunar period. Using miniaturized GPS loggers, we recorded 3-dimensional flight tracks of N. noctula and related these to a canopy height model derived from aerial laser scans to investigate whether bats adjust forest strata use to moonlight intensities.
Results: Noctules frequently foraged above the canopy of coniferous forest at low moonlight intensities, but switched to using open grasslands and arable fields in nights with high moonlight intensities. During the few occasions when noctules used the forest during moonlit nights, they mostly restricted their use of space to flying below the canopy level. The median overall flight altitude of N. noctula equalled 13 +/- 16 m but reached up to 71 m above ground (97.5% quantile).
Conclusions: Our findings argue against general lunar phobic behaviour of aerial-hawking bats. We suggest that the preferred use of open fields around full moon may be a strategy of noctules to increase the success of hunting airborne insects at night. Specifically, the adjustment in use of space may allow bats to hunt for insects that emerge and disperse over open fields during bright moonlight.",BMC,AUG 2,2018,101186s4046201801317,NA,NA,10_1186_s40462_018_0131_7
"Aerobic capacity influences the spatial position of individuals within
fish schools",7403,"Killen, Shaun S.
Marras, Stefano
Steffensen, John F.
McKenzie, David J.",P ROY SOC B-BIOL SCI,"BASS DICENTRARCHUS-LABRAX; TAIL BEAT FREQUENCY; EUROPEAN SEA BASS; ROACH
RUTILUS-RUTILUS; SWIMMING PERFORMANCE; POECILIA-RETICULATA;
OXYGEN-CONSUMPTION; ENERGY SAVINGS; METABOLIC-RATE; ANIMAL GROUPS",ecophysiology; group behaviour; trade-offs; metabolic rate,"The schooling behaviour of fish is of great biological importance, playing a crucial role in the foraging and predator avoidance of numerous species. The extent to which physiological performance traits affect the spatial positioning of individual fish within schools is completely unknown. Schools of juvenile mullet Liza aurata were filmed at three swim speeds in a swim tunnel, with one focal fish from each school then also measured for standard metabolic rate (SMR), maximal metabolic rate (MMR), aerobic scope (AS) and maximum aerobic swim speed. At faster speeds, fish with lower MMR and AS swam near the rear of schools. These trailing fish required fewer tail beats to swim at the same speed as individuals at the front of schools, indicating that posterior positions provide hydrodynamic benefits that reduce swimming costs. Conversely, fish with high aerobic capacity can withstand increased drag at the leading edge of schools, where they could maximize food intake while possibly retaining sufficient AS for other physiological functions. SMR was never related to position, suggesting that high maintenance costs do not necessarily motivate individuals to occupy frontal positions. In the wild, shifting of individuals to optimal spatial positions during changing conditions could influence structure or movement of entire schools.",ROYAL SOC,JAN 22,2012,101098rspb20111006,"[Killen, Shaun S.; Marras, Stefano; McKenzie, David J.] Univ Montpellier 2, CNRS, UMR 5554, Inst Sci Evolut Montpellier,Stn Mediterraneenne E, F-34200 Sete, France./[Killen, Shaun S.] Univ Glasgow, Coll Med Vet & Life Sci, Inst Biodivers Anim Hlth & Comparat Med, Glasgow G12 8QQ, Lanark, Scotland./[Marras, Stefano] IMC, I-09072 Torregrande, Oristano, Italy./[Steffensen, John F.] Univ Copenhagen, Marine Biol Lab, DK-3000 Helsingor, Denmark./[Steffensen, John F.] Tech Univ Denmark, N Sea Res Ctr, Aquaculture Sect, DTU Aqua, DK-9850 Hirtshals, Denmark.","Killen, SS (reprint author), Univ Montpellier 2, CNRS, UMR 5554, Inst Sci Evolut Montpellier,Stn Mediterraneenne E, 1 Quai Daurade, F-34200 Sete, France.",NA
